Device name,Managed by,Ownership,Compliance,OS,OS version,Primary user UPN,Primary user display name,IP Address,MAC Address,Last check-in,Serial number,Manufacturer,Model,Intune Device ID,Category,Encrypted
HO-PC-089,MDM,Corporate,Compliant,Windows,10.0.26100.1742,alexandra.doyle@example-care.org,Alexandra Doyle,192.168.8.175,30:f6:04:41:c7:4d,2026-08-27T05:42:17Z,H1P6M41089,HP,EliteBook 640 G10,a001089-3f2b-4c1d-9e8a-000000007623,Staff device,Yes
HO-PC-090,MDM,Corporate,Compliant,Windows,10.0.26100.1742,nia.doyle@example-care.org,Nia Doyle,192.168.50.129,30:f6:04:42:ce:5a,2026-08-25T15:42:17Z,L14LRE1090,LENOVO,ThinkPad L14 Gen 4,a001090-3f2b-4c1d-9e8a-000000007630,Staff device,Yes
HO-PC-091,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.kaur@example-care.org,Sarah Kaur,192.168.1.97,30:f6:04:43:d5:67,2026-09-01T01:42:17Z,L3PH681091,LENOVO,ThinkPad L14 Gen 4,a001091-3f2b-4c1d-9e8a-000000007637,Staff device,Yes
HO-PC-092,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.mensah@example-care.org,Peter Mensah,192.168.8.8,30:f6:04:44:dc:74,2026-08-26T20:42:17Z,H4TPLX1092,HP,ProDesk 400 G9,a001092-3f2b-4c1d-9e8a-000000007644,Staff device,Yes
HO-PC-093,MDM,Corporate,Compliant,Windows,10.0.26100.1742,fatima.thompson@example-care.org,Fatima Thompson,192.168.50.20,30:f6:04:45:e3:81,2026-08-20T08:42:17Z,D2CI6C1093,Dell Inc.,Latitude 5440,a001093-3f2b-4c1d-9e8a-000000007651,Staff device,Yes
HO-PC-094,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.osemwegie@example-care.org,Peter Osemwegie,192.168.8.124,30:f6:04:46:ea:8e,2026-08-21T14:42:17Z,D4UHT51094,Dell Inc.,OptiPlex 7010,a001094-3f2b-4c1d-9e8a-000000007658,Staff device,Yes
HO-PC-095,MDM,Corporate,Compliant,Windows,10.0.26100.1742,nia.doyle@example-care.org,Nia Doyle,192.168.50.159,30:f6:04:47:f1:9b,2026-08-30T17:42:17Z,D54NFM1095,Dell Inc.,OptiPlex 7010,a001095-3f2b-4c1d-9e8a-000000007665,Staff device,Yes
HO-PC-096,MDM,Corporate,Compliant,Windows,10.0.26100.1742,daniel.adeyemi@example-care.org,Daniel Adeyemi,192.168.50.154,30:f6:04:48:f8:a8,2026-08-22T18:42:17Z,D45N151096,Dell Inc.,Latitude 5440,a001096-3f2b-4c1d-9e8a-000000007672,Staff device,Yes
HO-PC-097,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.frost@example-care.org,Callum Frost,192.168.50.192,30:f6:04:49:ff:b5,2026-08-21T05:42:17Z,L45Q751097,Microsoft Corporation,Surface Laptop 5,a001097-3f2b-4c1d-9e8a-000000007679,Staff device,Yes
HO-PC-098,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.doyle@example-care.org,Tomasz Doyle,192.168.1.158,30:f6:04:4a:06:c2,2026-08-21T13:42:17Z,D2GSVD1098,Dell Inc.,Latitude 3540,a001098-3f2b-4c1d-9e8a-000000007686,Staff device,Yes
HO-PC-099,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.osemwegie@example-care.org,Peter Osemwegie,192.168.0.170,30:f6:04:4b:0d:cf,2026-08-29T01:42:17Z,D21SDX1099,Dell Inc.,OptiPlex 7010,a001099-3f2b-4c1d-9e8a-000000007693,Staff device,Yes
HO-PC-100,MDM,Corporate,Compliant,Windows,10.0.26100.1742,bartholomew.adeyemi@example-care.org,Bartholomew Adeyemi,192.168.0.168,30:f6:04:4c:14:dc,2026-08-26T00:42:17Z,D28VMW1100,Dell Inc.,Latitude 5440,a001100-3f2b-4c1d-9e8a-000000007700,Staff device,Yes
HO-PC-101,MDM,Corporate,Compliant,Windows,10.0.26100.1742,owen.nowak@example-care.org,Owen Nowak,192.168.50.221,30:f6:04:4d:1b:e9,2026-09-01T00:42:17Z,L5JTQJ1101,Microsoft Corporation,Surface Laptop 5,a001101-3f2b-4c1d-9e8a-000000007707,Staff device,Yes
HO-PC-102,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.walsh@example-care.org,Peter Walsh,192.168.8.239,30:f6:04:4e:22:f6,2026-08-23T05:42:17Z,L3ZYSH1102,Microsoft Corporation,Surface Laptop 5,a001102-3f2b-4c1d-9e8a-000000007714,Staff device,Yes
HO-PC-103,MDM,Corporate,Compliant,Windows,10.0.26100.1742,david.ellis@example-care.org,David Ellis,192.168.8.117,30:f6:04:4f:29:03,2026-08-23T10:42:17Z,L5ERJG1103,Microsoft Corporation,Surface Laptop 5,a001103-3f2b-4c1d-9e8a-000000007721,Staff device,Yes
HO-PC-104,MDM,Corporate,Compliant,Windows,10.0.26100.1742,rachel.robinson@example-care.org,Rachel Robinson,192.168.1.146,30:f6:04:50:30:10,2026-08-29T04:42:17Z,L5I9221104,Microsoft Corporation,Surface Laptop 5,a001104-3f2b-4c1d-9e8a-000000007728,Staff device,Yes
HO-PC-105,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.fletcher@example-care.org,Callum Fletcher,192.168.0.174,30:f6:04:51:37:1d,2026-08-28T16:42:17Z,H2Y10D1105,HP,EliteBook 640 G10,a001105-3f2b-4c1d-9e8a-000000007735,Staff device,Yes
HO-PC-106,MDM,Corporate,Compliant,Windows,10.0.26100.1742,hannah.quinn@example-care.org,Hannah Quinn,192.168.1.107,30:f6:04:52:3e:2a,2026-08-22T14:42:17Z,L4P4R41106,Microsoft Corporation,Surface Laptop 5,a001106-3f2b-4c1d-9e8a-000000007742,Staff device,Yes
HO-PC-107,MDM,Corporate,Compliant,Windows,10.0.26100.1742,rachel.sinclair@example-care.org,Rachel Sinclair,192.168.50.222,30:f6:04:53:45:37,2026-08-23T09:42:17Z,D5CHNK1107,Dell Inc.,Latitude 3540,a001107-3f2b-4c1d-9e8a-000000007749,Staff device,Yes
HO-PC-108,MDM,Corporate,Compliant,Windows,10.0.26100.1742,marcus.marsh@example-care.org,Marcus Marsh,192.168.8.70,30:f6:04:54:4c:44,2026-08-22T14:42:17Z,D1BH2M1108,Dell Inc.,Latitude 5440,a001108-3f2b-4c1d-9e8a-000000007756,Staff device,Yes
HO-PC-109,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.walsh@example-care.org,Sarah Walsh,192.168.8.200,30:f6:04:55:53:51,2026-08-26T16:42:17Z,D40GON1109,Dell Inc.,Latitude 3540,a001109-3f2b-4c1d-9e8a-000000007763,Staff device,Yes
HO-PC-110,MDM,Corporate,Compliant,Windows,10.0.26100.1742,daniel.quinn@example-care.org,Daniel Quinn,192.168.50.4,30:f6:04:56:5a:5e,2026-08-26T02:42:17Z,L4I2SJ1110,Microsoft Corporation,Surface Laptop 5,a001110-3f2b-4c1d-9e8a-000000007770,Staff device,Yes
HO-PC-111,MDM,Corporate,Compliant,Windows,10.0.26100.1742,zoe.osemwegie@example-care.org,Zoe Osemwegie,192.168.50.29,30:f6:04:57:61:6b,2026-08-30T18:42:17Z,D3IRDB1111,Dell Inc.,Latitude 5440,a001111-3f2b-4c1d-9e8a-000000007777,Staff device,Yes
BL-PC-112,MDM,Corporate,Compliant,Windows,10.0.26100.1742,joseph.sinclair@example-care.org,Joseph Sinclair,10.21.10.170,30:f6:04:58:68:78,2026-08-30T10:42:17Z,HQFLK1112,HP,ProDesk 400 G9,a001112-3f2b-4c1d-9e8a-000000007784,Staff device,Yes
HGV-PC-113,MDM,Corporate,Compliant,Windows,10.0.26100.1742,liam.mensah@example-care.org,Liam Mensah,10.27.10.56,30:f6:04:59:6f:85,2026-08-29T14:42:17Z,H2A8WS1113,HP,EliteBook 640 G10,a001113-3f2b-4c1d-9e8a-000000007791,Staff device,Yes
G-PC-114,MDM,Corporate,Compliant,Windows,10.0.26100.1742,marcus.abernathy@example-care.org,Marcus Abernathy,10.26.10.214,30:f6:04:5a:76:92,2026-08-21T19:42:17Z,HS1DB1114,HP,EliteBook 640 G10,a001114-3f2b-4c1d-9e8a-000000007798,Staff device,Yes
AH-PC-115,MDM,Corporate,Compliant,Windows,10.0.26100.1742,christopher.thompson@example-care.org,Christopher Thompson,10.20.10.150,30:f6:04:5b:7d:9f,2026-08-24T02:42:17Z,L1IGJ81115,LENOVO,ThinkPad L14 Gen 4,a001115-3f2b-4c1d-9e8a-000000007805,Staff device,Yes
KL-PC-116,MDM,Corporate,Compliant,Windows,10.0.26100.1742,zoe.hughes@example-care.org,Zoe Hughes,192.168.8.169,30:f6:04:5c:84:ac,2026-08-28T03:42:17Z,DUUHC1116,Dell Inc.,Latitude 5440,a001116-3f2b-4c1d-9e8a-000000007812,Staff device,Yes
G-PC-117,MDM,Corporate,Compliant,Windows,10.0.26100.1742,marcus.abernathy@example-care.org,Marcus Abernathy,10.26.10.181,30:f6:04:5d:8b:b9,2026-09-01T18:42:17Z,H18VKL1117,HP,EliteBook 640 G10,a001117-3f2b-4c1d-9e8a-000000007819,Staff device,Yes
BL-PC-118,MDM,Corporate,Compliant,Windows,10.0.26100.1742,james.chapman@example-care.org,James Chapman,10.21.10.35,30:f6:04:5e:92:c6,2026-08-21T10:42:17Z,H4JM3G1118,HP,EliteBook 640 G10,a001118-3f2b-4c1d-9e8a-000000007826,Staff device,Yes
BL-PC-119,MDM,Corporate,Compliant,Windows,10.0.26100.1742,grace.doyle@example-care.org,Grace Doyle,10.21.10.124,30:f6:04:5f:99:d3,2026-09-01T20:42:17Z,L21VTI1119,Microsoft Corporation,Surface Laptop 5,a001119-3f2b-4c1d-9e8a-000000007833,Staff device,Yes
KL-PC-120,MDM,Corporate,Compliant,Windows,10.0.26100.1742,james.nowak@example-care.org,James Nowak,192.168.1.13,30:f6:04:60:a0:e0,2026-08-25T15:42:17Z,L2Q63J1120,Microsoft Corporation,Surface Laptop 5,a001120-3f2b-4c1d-9e8a-000000007840,Staff device,Yes
G-PC-121,MDM,Corporate,Compliant,Windows,10.0.26100.1742,christopher.ahmed@example-care.org,Christopher Ahmed,10.26.10.164,30:f6:04:61:a7:ed,2026-08-23T16:42:17Z,D25JQ21121,Dell Inc.,OptiPlex 7010,a001121-3f2b-4c1d-9e8a-000000007847,Staff device,Yes
KL-PC-122,MDM,Corporate,Compliant,Windows,10.0.26100.1742,aisha.ahmed@example-care.org,Aisha Ahmed,192.168.50.83,30:f6:04:62:ae:fa,2026-08-27T14:42:17Z,DTP5F1122,Dell Inc.,Latitude 3540,a001122-3f2b-4c1d-9e8a-000000007854,Staff device,Yes
JC-PC-123,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.walsh@example-care.org,Sarah Walsh,10.29.10.171,30:f6:04:63:b5:07,2026-08-30T07:42:17Z,L41T4N1123,LENOVO,ThinkPad L14 Gen 4,a001123-3f2b-4c1d-9e8a-000000007861,Staff device,Yes
JC-PC-124,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.thompson@example-care.org,Sarah Thompson,10.29.10.191,30:f6:04:64:bc:14,2026-08-29T14:42:17Z,D5KFNS1124,Dell Inc.,OptiPlex 7010,a001124-3f2b-4c1d-9e8a-000000007868,Staff device,Yes
HGV-PC-125,MDM,Corporate,Compliant,Windows,10.0.26100.1742,rachel.sinclair@example-care.org,Rachel Sinclair,10.27.10.45,30:f6:04:65:c3:21,2026-09-01T18:42:17Z,H2QGHC1125,HP,ProDesk 400 G9,a001125-3f2b-4c1d-9e8a-000000007875,Staff device,Yes
EH-PC-126,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.frost@example-care.org,Callum Frost,10.24.10.132,30:f6:04:66:ca:2e,2026-08-25T17:42:17Z,D44W851126,Dell Inc.,Latitude 3540,a001126-3f2b-4c1d-9e8a-000000007882,Staff device,Yes
CC-PC-127,MDM,Corporate,Compliant,Windows,10.0.26100.1742,emma.hughes@example-care.org,Emma Hughes,10.22.10.240,30:f6:04:67:d1:3b,2026-08-21T07:42:17Z,DU0PJ1127,Dell Inc.,Latitude 5440,a001127-3f2b-4c1d-9e8a-000000007889,Staff device,Yes
HO-PC-128,MDM,Corporate,Compliant,Windows,10.0.26100.1742,liam.mensah@example-care.org,Liam Mensah,192.168.1.153,30:f6:04:68:d8:48,2026-08-22T04:42:17Z,L4KORA1128,Microsoft Corporation,Surface Laptop 5,a001128-3f2b-4c1d-9e8a-000000007896,Staff device,Yes
DM-PC-129,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.walsh@example-care.org,Sarah Walsh,10.23.10.91,30:f6:04:69:df:55,2026-08-24T06:42:17Z,D3MWSM1129,Dell Inc.,Latitude 3540,a001129-3f2b-4c1d-9e8a-000000007903,Staff device,Yes
HGV-PC-130,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.thompson@example-care.org,Sarah Thompson,10.27.10.29,30:f6:04:6a:e6:62,2026-08-27T17:42:17Z,L4WB3H1130,Microsoft Corporation,Surface Laptop 5,a001130-3f2b-4c1d-9e8a-000000007910,Staff device,Yes
HO-PC-131,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.walsh@example-care.org,Sarah Walsh,192.168.8.147,30:f6:04:6b:ed:6f,2026-08-22T01:42:17Z,HYMXM1131,HP,ProDesk 400 G9,a001131-3f2b-4c1d-9e8a-000000007917,Staff device,Yes
G-PC-132,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.mensah@example-care.org,Tomasz Mensah,10.26.10.168,30:f6:04:6c:f4:7c,2026-08-20T16:42:17Z,D1PVO81132,Dell Inc.,Latitude 5440,a001132-3f2b-4c1d-9e8a-000000007924,Staff device,Yes
IH-PC-133,MDM,Corporate,Compliant,Windows,10.0.26100.1742,james.nowak@example-care.org,James Nowak,10.28.10.159,30:f6:04:6d:fb:89,2026-08-24T11:42:17Z,D420J51133,Dell Inc.,Latitude 5440,a001133-3f2b-4c1d-9e8a-000000007931,Staff device,Yes
AH-PC-134,MDM,Corporate,Compliant,Windows,10.0.26100.1742,aisha.ahmed@example-care.org,Aisha Ahmed,10.20.10.142,30:f6:04:6e:02:96,2026-08-26T20:42:17Z,D50H7J1134,Dell Inc.,OptiPlex 7010,a001134-3f2b-4c1d-9e8a-000000007938,Staff device,Yes
F-PC-135,MDM,Corporate,Compliant,Windows,10.0.26100.1742,marcus.sinclair@example-care.org,Marcus Sinclair,10.25.10.162,30:f6:04:6f:09:a3,2026-08-24T09:42:17Z,D5688R1135,Dell Inc.,OptiPlex 7010,a001135-3f2b-4c1d-9e8a-000000007945,Staff device,Yes
G-PC-136,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.mensah@example-care.org,Peter Mensah,10.26.10.64,30:f6:04:70:10:b0,2026-08-28T16:42:17Z,D5JMHT1136,Dell Inc.,Latitude 5440,a001136-3f2b-4c1d-9e8a-000000007952,Staff device,Yes
G-PC-137,MDM,Corporate,Compliant,Windows,10.0.26100.1742,grace.hughes@example-care.org,Grace Hughes,10.26.10.150,30:f6:04:71:17:bd,2026-08-22T08:42:17Z,D3DK2I1137,Dell Inc.,OptiPlex 7010,a001137-3f2b-4c1d-9e8a-000000007959,Staff device,Yes
DM-PC-138,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.mensah@example-care.org,Tomasz Mensah,10.23.10.93,30:f6:04:72:1e:ca,2026-08-26T16:42:17Z,D5FOBS1138,Dell Inc.,OptiPlex 7010,a001138-3f2b-4c1d-9e8a-000000007966,Staff device,Yes
HGV-PC-139,MDM,Corporate,Compliant,Windows,10.0.26100.1742,leah.ahmed@example-care.org,Leah Ahmed,10.27.10.176,30:f6:04:73:25:d7,2026-08-31T09:42:17Z,L2XO3Z1139,Microsoft Corporation,Surface Laptop 5,a001139-3f2b-4c1d-9e8a-000000007973,Staff device,Yes
KL-PC-140,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.kaur@example-care.org,Sarah Kaur,192.168.50.97,30:f6:04:74:2c:e4,2026-08-29T18:42:17Z,H4682Z1140,HP,ProDesk 400 G9,a001140-3f2b-4c1d-9e8a-000000007980,Staff device,Yes
HO-PC-141,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.osemwegie@example-care.org,Peter Osemwegie,192.168.0.149,30:f6:04:75:33:f1,2026-08-26T19:42:17Z,DLZLX1141,Dell Inc.,OptiPlex 7010,a001141-3f2b-4c1d-9e8a-000000007987,Staff device,Yes
DM-PC-142,MDM,Corporate,Compliant,Windows,10.0.26100.1742,james.nowak@example-care.org,James Nowak,10.23.10.36,30:f6:04:76:3a:fe,2026-08-21T15:42:17Z,D3ID521142,Dell Inc.,Latitude 5440,a001142-3f2b-4c1d-9e8a-000000007994,Staff device,Yes
AH-PC-143,MDM,Corporate,Compliant,Windows,10.0.26100.1742,marcus.sinclair@example-care.org,Marcus Sinclair,10.20.10.228,30:f6:04:77:41:0b,2026-08-24T01:42:17Z,D2ITXW1143,Dell Inc.,Latitude 3540,a001143-3f2b-4c1d-9e8a-000000008001,Staff device,Yes
AH-PC-144,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.walsh@example-care.org,Peter Walsh,10.20.10.100,30:f6:04:78:48:18,2026-08-26T02:42:17Z,L2Z10S1144,LENOVO,ThinkPad L14 Gen 4,a001144-3f2b-4c1d-9e8a-000000008008,Staff device,Yes
AH-PC-145,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.osemwegie@example-care.org,Peter Osemwegie,10.20.10.122,30:f6:04:79:4f:25,2026-08-23T02:42:17Z,L262RE1145,LENOVO,ThinkPad L14 Gen 4,a001145-3f2b-4c1d-9e8a-000000008015,Staff device,Yes
AH-PC-146,MDM,Corporate,Compliant,Windows,10.0.26100.1742,joseph.sinclair@example-care.org,Joseph Sinclair,10.20.10.147,30:f6:04:7a:56:32,2026-08-30T11:42:17Z,D2RSOZ1146,Dell Inc.,Latitude 5440,a001146-3f2b-4c1d-9e8a-000000008022,Staff device,Yes
AH-PC-147,MDM,Corporate,Compliant,Windows,10.0.26100.1742,hannah.patel@example-care.org,Hannah Patel,10.20.10.117,30:f6:04:7b:5d:3f,2026-08-22T12:42:17Z,D5QKUZ1147,Dell Inc.,OptiPlex 7010,a001147-3f2b-4c1d-9e8a-000000008029,Staff device,Yes
AH-PC-148,MDM,Corporate,Compliant,Windows,10.0.26100.1742,rachel.sinclair@example-care.org,Rachel Sinclair,10.20.10.199,30:f6:04:7c:64:4c,2026-08-21T01:42:17Z,D3LX8I1148,Dell Inc.,Latitude 5440,a001148-3f2b-4c1d-9e8a-000000008036,Staff device,Yes
DM-PC-162,MDM,Corporate,Compliant,Windows,10.0.26100.1742,christopher.kaur@example-care.org,Christopher Kaur,10.23.10.204,30:f6:04:8a:c6:02,2026-08-23T01:42:17Z,DRIKQ1162,Dell Inc.,Latitude 5440,a001162-3f2b-4c1d-9e8a-000000008134,Staff device,Yes
F-PC-163,MDM,Corporate,Compliant,Windows,10.0.26100.1742,grace.doyle@example-care.org,Grace Doyle,10.25.10.102,30:f6:04:8b:cd:0f,2026-08-21T05:42:17Z,D5LJM41163,Dell Inc.,Latitude 3540,a001163-3f2b-4c1d-9e8a-000000008141,Staff device,Yes
DM-PC-164,MDM,Corporate,Compliant,Windows,10.0.26100.1742,owen.nowak@example-care.org,Owen Nowak,10.23.10.88,30:f6:04:8c:d4:1c,2026-08-20T05:42:17Z,L4J6GD1164,Microsoft Corporation,Surface Laptop 5,a001164-3f2b-4c1d-9e8a-000000008148,Staff device,Yes
HO-PC-165,MDM,Corporate,Compliant,Windows,10.0.26100.1742,daniel.frost@example-care.org,Daniel Frost,192.168.0.174,30:f6:04:8d:db:29,2026-08-27T11:42:17Z,H1GGU01165,HP,EliteBook 640 G10,a001165-3f2b-4c1d-9e8a-000000008155,Staff device,Yes
DM-PC-166,MDM,Corporate,Compliant,Windows,10.0.26100.1742,liam.mensah@example-care.org,Liam Mensah,10.23.10.43,30:f6:04:8e:e2:36,2026-08-24T12:42:17Z,D132QD1166,Dell Inc.,OptiPlex 7010,a001166-3f2b-4c1d-9e8a-000000008162,Staff device,Yes
EH-PC-167,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.frost@example-care.org,Callum Frost,10.24.10.238,30:f6:04:8f:e9:43,2026-08-30T17:42:17Z,H5QWER1167,HP,ProDesk 400 G9,a001167-3f2b-4c1d-9e8a-000000008169,Staff device,Yes
EH-PC-168,MDM,Corporate,Compliant,Windows,10.0.26100.1742,daniel.frost@example-care.org,Daniel Frost,10.24.10.216,30:f6:04:90:f0:50,2026-08-30T01:42:17Z,L110W71168,LENOVO,ThinkPad L14 Gen 4,a001168-3f2b-4c1d-9e8a-000000008176,Staff device,Yes
IH-PC-169,MDM,Corporate,Compliant,Windows,10.0.26100.1742,fatima.thompson@example-care.org,Fatima Thompson,10.28.10.115,30:f6:04:91:f7:5d,2026-08-31T08:42:17Z,LZ7N11169,LENOVO,ThinkPad L14 Gen 4,a001169-3f2b-4c1d-9e8a-000000008183,Staff device,Yes
CC-PC-170,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.doyle@example-care.org,Tomasz Doyle,10.22.10.20,30:f6:04:92:fe:6a,2025-12-15T02:42:17Z,L4ANBO1170,LENOVO,ThinkPad L14 Gen 4,a001170-3f2b-4c1d-9e8a-000000008190,Staff device,Yes
JC-PC-171,MDM,Corporate,Compliant,Windows,10.0.26100.1742,michael.ahmed@example-care.org,Michael Ahmed,10.29.10.203,30:f6:04:93:05:77,2026-07-10T12:42:17Z,H55YLD1171,HP,ProDesk 400 G9,a001171-3f2b-4c1d-9e8a-000000008197,Staff device,Yes
IH-PC-172,MDM,Corporate,Compliant,Windows,10.0.26100.1742,hannah.patel@example-care.org,Hannah Patel,10.28.10.157,30:f6:04:94:0c:84,2026-04-29T18:42:17Z,HOQ3A1172,HP,ProDesk 400 G9,a001172-3f2b-4c1d-9e8a-000000008204,Staff device,Yes
G-PC-173,MDM,Corporate,Compliant,Windows,10.0.26100.1742,fatima.chapman@example-care.org,Fatima Chapman,10.26.10.194,30:f6:04:95:13:91,2026-04-10T04:42:17Z,L4RIL81173,Microsoft Corporation,Surface Laptop 5,a001173-3f2b-4c1d-9e8a-000000008211,Staff device,Yes
F-PC-174,MDM,Corporate,Compliant,Windows,10.0.26100.1742,alexandra.doyle@example-care.org,Alexandra Doyle,10.25.10.25,30:f6:04:96:1a:9e,2026-05-27T00:42:17Z,L1N8KO1174,Microsoft Corporation,Surface Laptop 5,a001174-3f2b-4c1d-9e8a-000000008218,Staff device,Yes
EH-PC-175,MDM,Corporate,Compliant,Windows,10.0.26100.1742,fatima.thompson@example-care.org,Fatima Thompson,10.24.10.126,30:f6:04:97:21:ab,2026-01-13T05:42:17Z,D5NSOJ1175,Dell Inc.,OptiPlex 7010,a001175-3f2b-4c1d-9e8a-000000008225,Staff device,Yes
DM-PC-176,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.kaur@example-care.org,Sarah Kaur,10.23.10.191,30:f6:04:98:28:b8,2026-06-29T05:42:17Z,D1YUZ21176,Dell Inc.,Latitude 3540,a001176-3f2b-4c1d-9e8a-000000008232,Staff device,Yes
HO-PC-177,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.mensah@example-care.org,Peter Mensah,192.168.50.227,30:f6:04:99:2f:c5,2026-05-09T07:42:17Z,D492T11177,Dell Inc.,Latitude 5440,a001177-3f2b-4c1d-9e8a-000000008239,Staff device,Yes
IH-PC-178,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.walsh@example-care.org,Callum Walsh,10.28.10.142,30:f6:04:9a:36:d2,2026-02-15T11:42:17Z,D3M6ZB1178,Dell Inc.,OptiPlex 7010,a001178-3f2b-4c1d-9e8a-000000008246,Staff device,Yes
EH-PC-179,MDM,Corporate,Compliant,Windows,10.0.26100.1742,aisha.patel@example-care.org,Aisha Patel,10.24.10.94,30:f6:04:9b:3d:df,2026-05-17T04:42:17Z,D5ES9I1179,Dell Inc.,OptiPlex 7010,a001179-3f2b-4c1d-9e8a-000000008253,Staff device,Yes
CC-PC-180,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.walsh@example-care.org,Peter Walsh,10.22.10.124,30:f6:04:9c:44:ec,2026-08-31T18:42:17Z,H2D3OV1180,HP,ProDesk 400 G9,a001180-3f2b-4c1d-9e8a-000000008260,Staff device,Yes
DM-PC-181,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.walsh@example-care.org,Callum Walsh,10.23.10.188,30:f6:04:9d:4b:f9,2026-08-29T12:42:17Z,D4VMUW1181,Dell Inc.,OptiPlex 7010,a001181-3f2b-4c1d-9e8a-000000008267,Staff device,Yes
HGV-PC-182,MDM,Corporate,Compliant,Windows,10.0.26100.1742,michael.mensah@example-care.org,Michael Mensah,10.27.10.231,30:f6:04:9e:52:06,2026-08-30T04:42:17Z,D1IVDH1182,Dell Inc.,Latitude 3540,a001182-3f2b-4c1d-9e8a-000000008274,Staff device,Yes
EH-PC-183,MDM,Corporate,Compliant,Windows,10.0.26100.1742,alexandra.doyle@example-care.org,Alexandra Doyle,10.24.10.106,30:f6:04:9f:59:13,2026-08-28T18:42:17Z,L2X9CK1183,LENOVO,ThinkPad L14 Gen 4,a001183-3f2b-4c1d-9e8a-000000008281,Staff device,Yes
KL-PC-184,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.mensah@example-care.org,Tomasz Mensah,192.168.1.202,30:f6:04:a0:60:20,2026-08-31T14:42:17Z,D5J66K1184,Dell Inc.,Latitude 5440,a001184-3f2b-4c1d-9e8a-000000008288,Staff device,Yes
EH-PC-185,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.frost@example-care.org,Callum Frost,10.24.10.205,30:f6:04:a1:67:2d,2026-08-31T15:42:17Z,D157EZ1185,Dell Inc.,Latitude 5440,a001185-3f2b-4c1d-9e8a-000000008295,Staff device,Yes
BL-PC-186,MDM,Corporate,Compliant,Windows,10.0.26100.1742,emma.fletcher@example-care.org,Emma Fletcher,10.21.10.74,30:f6:04:a2:6e:3a,2026-08-24T18:42:17Z,D1BUXZ1186,Dell Inc.,OptiPlex 7010,a001186-3f2b-4c1d-9e8a-000000008302,Staff device,Yes
AH-PC-187,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.frost@example-care.org,Callum Frost,10.20.10.219,30:f6:04:a3:75:47,2026-08-25T15:42:17Z,LT7S71187,Microsoft Corporation,Surface Laptop 5,a001187-3f2b-4c1d-9e8a-000000008309,Staff device,Yes
AH-PC-188,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.kaur@example-care.org,Sarah Kaur,10.20.10.51,30:f6:04:a4:7c:54,2026-09-01T17:42:17Z,L5NKDB1188,Microsoft Corporation,Surface Laptop 5,a001188-3f2b-4c1d-9e8a-000000008316,Staff device,Yes
IH-PC-189,MDM,Corporate,Compliant,Windows,10.0.26100.1742,liam.chapman@example-care.org,Liam Chapman,10.28.10.201,30:f6:04:a5:83:61,2026-08-24T02:42:17Z,D4B69P1189,Dell Inc.,Latitude 3540,a001189-3f2b-4c1d-9e8a-000000008323,Staff device,Yes
JC-PC-190,MDM,Corporate,Compliant,Windows,10.0.26100.1742,bartholomew.adeyemi@example-care.org,Bartholomew Adeyemi,10.29.10.117,30:f6:04:a6:8a:6e,2026-08-31T14:42:17Z,L44NVJ1190,Microsoft Corporation,Surface Laptop 5,a001190-3f2b-4c1d-9e8a-000000008330,Staff device,Yes
